ID,Ime,Spol,Rojstni Kraj,Leto Rojstva,Starost,Stanje,Ogledi Slo,Ogledi Ang,Povezave Slo,Povezave Ang,Dolžina Slo,Dolžina Ang
468167,Marinka Ratej,Ženska,"Loče, Slovenske Konjice",1981,37,Živ,230,730,14,77,138,487
468186,Taja Kramberger,Ženska,Ljubljana,1970,49,Živ,27,107,30,21,2280,5876
468201,Nuša Derenda,Ženska,Brežice,1969,50,Živ,243,330,246,256,3103,1280
468204,Tina Šutej,Ženska,Ljubljana,1988,30,Živ,81,444,7,65,352,752
468208,Ema Klinec,Ženska,Kranj,1998,21,Živ,41,53,28,79,1810,197
468211,Brina Švigelj Mérat,Ženska,Ljubljana,1954,65,Živ,21,64,38,13,95,226
468216,Ana Srebrnič,Ženska,Ljubljana,1984,35,Živ,20,53,14,18,183,314
468225,Barbara Brezigar,Ženska,Ljubljana,1953,65,Živ,60,48,50,23,367,513
468593,Maja Tvrdy,Ženska,Ljubljana,1983,35,Živ,10,36,7,83,231,528
468873,Mojca Kopač,Ženska,Ljubljana,1975,44,Živ,5,64,6,120,88,1165
468883,Franc Rode,Moški,Rodica,1934,85,Živ,123,347,79,360,810,1484
471587,Stojan Batič,Moški,Trbovlje,1925,90,Mrtev,61,57,398,50,2303,513
472099,Marjan Štrukelj,Moški,Nova Gorica,1964,55,Živ,6,11,10,114,76,628
472107,Damjan Dervarič,Moški,Ljubljana,1982,37,Živ,5,18,35,15,541,205
472123,Stanko Vraz,Moški,Cerovec Stanka Vraza,1810,40,Mrtev,133,189,142,163,3659,677
472138,Boštjan Goličič,Moški,Kranj,1989,30,Živ,19,35,25,31,569,184
475761,Jure Natek,Moški,Ljubljana,1982,37,Živ,23,20,29,34,210,191
476450,Boštjan Lekan,Moški,Domžale,1966,53,Živ,8,6,5,12,115,119
481309,Peter Kozler,Moški,,1824,55,Mrtev,190,85,42,169,456,782
487886,Zdenko Švigelj,Moški,Ljubljana,1905,,,1,8,6,7,64,121
487906,Vladimir Kajzelj,Moški,Ljubljana,1905,66,Mrtev,1,8,6,5,91,126
495173,Marinko Galič,Moški,Koper,1970,49,Živ,86,143,44,65,330,419
502843,Andrej Hauptman,Moški,Ljubljana,1975,44,Živ,80,121,44,74,243,283
502854,Andrej Hočevar,Moški,Ljubljana,1984,34,Živ,14,39,40,25,673,120
502870,Andrej Jerman,Moški,Tržič,1978,41,Živ,32,61,27,54,325,664
502913,Andrej Križaj,Moški,,1986,33,Živ,3,18,9,12,67,112
502944,Andrej Lanišek,Moški,Ljubljana,1957,62,Živ,0,7,4,8,80,120
502985,Andrej Miklavc,Moški,Žabnica,1970,49,Živ,23,26,16,18,150,267
503078,Andrej Tavželj,Moški,Kovor,1984,35,Živ,19,47,36,23,612,146
503103,Andrej Štremfelj,Moški,Kranj,1956,62,Živ,133,133,31,82,158,231
503115,Andrej Šporn,Moški,Kranjska Gora,1981,37,Živ,24,55,25,36,560,464
503846,Robert Sabolič,Moški,Jesenice,1988,31,Živ,21,113,22,44,444,364
504141,Damir Pekič,Moški,Maribor,1979,40,Živ,34,46,28,63,156,284
505210,Jalen Pokorn,Moški,Kranj,1979,40,Živ,9,56,7,19,138,234
506526,Bojan Križaj,Moški,Kranj,1957,62,Živ,235,293,90,122,814,1169
508421,Ivan Vidav,Moški,Trst,1918,97,Mrtev,67,64,266,22,3519,251
510462,Josip Iličić,Moški,Prijedor,1988,31,Živ,729,9402,14,214,111,1637
515684,Anton Korošec,Moški,Biserjane,1872,68,Mrtev,205,535,120,138,1084,1087
515727,Grega Žemlja,Moški,Jesenice,1986,33,Živ,24,166,24,514,1785,1911
523567,Maja Kersnik,Ženska,,1981,38,Živ,4,25,1,28,74,91
523769,Matjaž Smodiš,Moški,,1979,39,Živ,75,407,124,226,721,880
524388,Francesco Bonifacio,Moški,Piran,1912,34,Mrtev,14,101,9,20,762,2256
524864,Andrés Stanovnik,Moški,Buenos Aires,1949,69,Živ,7,27,2,16,142,195
524968,Avguštin Stegenšek,Moški,"Tevče, Laško",1875,44,Mrtev,11,13,44,6,1940,324
530609,Jan Polanc,Moški,Kranj,1992,27,Živ,49,201,6,114,125,505
532832,Beno Udrih,Moški,Celje,1982,37,Živ,109,1869,31,305,575,2175
533088,Valter Bonča,Moški,Ljubljana,1968,51,Živ,16,23,8,16,94,252
535355,Matej Bor,Moški,Grgar,1913,80,Mrtev,349,148,955,209,2519,1279
542412,Tina Križan,Ženska,Maribor,1974,45,Živ,14,95,20,473,166,1065
542446,Barbara Korun,Ženska,Ljubljana,1963,56,Živ,17,25,33,9,734,269
542949,Lea Dabič,Ženska,Bohinjska Bistrica,1981,38,Živ,6,13,7,10,75,48
542961,Vera Albreht,Ženska,Krško,1895,76,Mrtev,47,63,26,24,1343,368
542978,Maruša Krese,Ženska,Ljubljana,1947,65,Mrtev,26,72,13,14,248,397
543026,Helena Javornik,Ženska,Celje,1966,53,Živ,31,68,21,152,253,785
543037,Tina Robnik,Ženska,,1991,28,Živ,30,20,9,9,99,256
543053,Tinkara Kovač,Ženska,Koper,1978,41,Živ,274,208,128,420,2360,1404
543093,Saša Farič,Ženska,Radomlje,1984,35,Živ,7,9,7,17,248,280
543553,Anton Janša,Moški,Breznica,1734,39,Mrtev,212,169,44,41,694,576
544010,Jernej Damjan,Moški,Ljubljana,1983,36,Živ,51,52,83,129,830,460
545456,Jure Velepec,Moški,Ljubljana,1965,54,Živ,11,12,7,19,83,119
549347,Bernard Vajdič,Moški,Celje,1980,39,Živ,11,19,13,22,100,177
551200,Anja Milenkovič,Ženska,Ljubljana,1982,37,Živ,5,22,2,19,211,372
551267,Janez Vajkard Valvasor,Moški,Ljubljana,1641,52,Mrtev,1546,718,544,445,1439,1712
551358,Jure Franko,Moški,Nova Gorica,1962,57,Živ,144,238,76,159,411,814
553524,Suad Fileković,Moški,Ljubljana,1978,41,Živ,33,85,34,56,176,420
554492,Josip Plemelj,Moški,Bled,1873,93,Mrtev,83,184,320,52,1260,1956
560656,Dimitrij Rupel,Moški,Ljubljana,1946,73,Živ,276,197,1233,185,5043,1264
561734,Rajmond Debevec,Moški,Postojna,1963,56,Živ,118,156,130,157,371,788
561804,Anton Aškerc,Moški,Rimske Toplice,1856,56,Mrtev,872,165,151,126,3733,832
563004,Vilko Filač,Moški,Ptuj,1950,58,Mrtev,60,84,8,18,200,162
563349,Vekoslav Grmič,Moški,Dragotinci,1923,81,Mrtev,50,49,764,48,864,643
569236,Mitja Brulc,Moški,Novo mesto,1979,39,Živ,10,25,7,21,254,148
569241,Roman Bezjak,Moški,Slovenj Gradec,1989,30,Živ,114,1417,11,129,198,1342
569368,Jernej Koblar,Moški,Jesenice,1971,48,Živ,10,46,9,26,132,64
572461,Boris Podrecca,Moški,Beograd,1940,79,Živ,69,222,739,45,394,665
574516,Marko Pohlin,Moški,Ljubljana,1735,65,Mrtev,260,69,61,20,354,352
575492,Friderik Baraga,Moški,,1797,70,Mrtev,185,835,154,287,1279,2611
579636,Ivan Pregelj,Moški,,1883,76,Mrtev,310,79,101,88,1500,613
580185,Klemen Bauer,Moški,Ljubljana,1986,33,Živ,18,51,25,149,148,351
581808,Janez Vesel,Moški,Spodnje Koseze,1798,85,Mrtev,70,29,112,96,1163,601
581911,Mitja Mahorič,Moški,Ptuj,1976,43,Živ,5,28,6,15,44,363
582807,Brigita Langerholc,Ženska,Kranj,1976,43,Živ,44,81,13,76,88,609
586826,Mitja Valenčič,Moški,Cerklje na Gorenjskem,1978,41,Živ,5,17,14,27,208,99
588808,Anton Dermota,Moški,Kropa,1910,79,Mrtev,24,202,17,50,430,684
589469,Anton Funtek,Moški,Ljubljana,1862,69,Mrtev,15,26,35,8,528,324
590116,Anton Haus,Moški,,1851,65,Mrtev,31,353,12,107,2983,765
591809,Anton Martin Slomšek,Moški,Uniše,1800,61,Mrtev,1153,282,374,178,4769,1460
591924,Anton Mervar,Moški,Trbovlje,1885,56,Mrtev,3,26,11,5,256,395
594563,Stanko Tavčar,Moški,Dobrovo,1898,47,Mrtev,6,45,14,38,80,196
594866,Anton Tomaž Linhart,Moški,,1756,38,Mrtev,2412,446,199,110,1104,1481
596610,Anton Žlogar,Moški,Izola,1977,41,Živ,47,93,37,72,227,340
597540,Miha Baloh,Moški,,1928,91,Živ,70,134,36,101,226,466
597785,Franc Talanyi,Moški,Brezovci,1883,76,Mrtev,8,31,18,10,439,350
597895,Maks Fabiani,Moški,Kobdilj,1865,97,Mrtev,395,334,104,86,2099,1539
602275,Jožef Klekl,Moški,"Krajna, Tišina",1879,57,Mrtev,11,25,98,49,1810,401
603418,Albin Planinc,Moški,Zagorje ob Savi,1944,64,Mrtev,51,167,18,30,1686,403
603601,Rudi Šeligo,Moški,Sušak,1935,68,Mrtev,88,65,594,130,3046,1865
603613,Dušan Šarotar,Moški,Murska Sobota,1968,51,Živ,49,75,12,16,451,341
607638,Marko Fink,Moški,Buenos Aires,1950,68,Živ,24,123,297,119,1488,1576
611832,Stanislav Hočevar,Moški,Jelendol,1945,73,Živ,18,82,11,61,872,569
612798,Števan Žemlič,Moški,Murska Sobota,1840,51,Mrtev,6,25,18,42,357,315
613843,Jožef Klekl,Moški,"Krajna, Tišina",1874,73,Mrtev,56,97,118,105,681,631
615477,Anžej Dežan,Moški,Šentjur,1987,32,Živ,88,136,62,161,587,423
616322,Aleš Pipan,Moški,Celje,1959,60,Živ,32,197,45,37,299,811
619848,Majda Ankele,Ženska,Kranj,1940,79,Živ,14,17,10,12,85,125
622403,Aleš Kokot,Moški,Šempeter pri Gorici,1979,40,Živ,21,71,6,25,173,340
627869,Grega Benedik,Moški,Žirovnica,1962,57,Živ,13,20,18,23,240,248
628070,Anton Vratuša,Moški,Dolnji Slaveči,1915,102,Mrtev,73,165,38,82,1043,914
630584,Tine Urnaut,Moški,Slovenj Gradec,1988,31,Živ,2363,5719,8,53,151,327
631856,Joško Janša,Moški,,1900,59,Mrtev,1,8,7,7,70,129
640635,Igor Lukšič,Moški,Novo mesto,1961,57,Živ,145,120,203,18,1017,396
642128,Ivan Prezelj,Moški,"Nova vas, Bloke",1895,77,Mrtev,23,108,14,8,235,384
646767,Shenphen Rinpoče,Moški,,1969,50,Živ,25,43,6,29,609,291
649437,Vilmoš Tkalec,Moški,Turnišče,1894,56,Mrtev,56,27,15,32,216,297
654539,John Smrke,Moški,,1956,63,Živ,11,61,6,23,329,243
655958,Sašo Ožbolt,Moški,,1981,38,Živ,46,86,23,25,369,145
658393,Peter Dajnko,Moški,Črešnjevci,1787,85,Mrtev,34,37,36,122,541,832
658622,Sonja Roman,Ženska,Hodoš,1979,40,Živ,7,59,11,59,156,596
658969,Alojz Gradnik,Moški,Medana,1882,84,Mrtev,211,89,106,77,1434,1523
659020,Alojz Knafelc,Moški,Novo mesto,1859,77,Mrtev,19,51,13,135,384,616
660313,Mojca Drčar Murko,Ženska,Ljubljana,1942,77,Živ,40,25,39,17,323,265
664963,Bruno Parovel,Moški,Koper,1913,80,Mrtev,2,13,12,9,75,92
666436,Dominic Maroh,Moški,,1987,32,Živ,12,212,3,48,143,494
666660,Jan Muršak,Moški,Maribor,1988,31,Živ,39,227,33,72,1276,1536
666819,Aleš Pajovič,Moški,Celje,1979,40,Živ,55,78,10,19,331,138
671454,Jure Kocjan,Moški,Ljubljana,1984,35,Živ,17,42,8,53,94,519
683339,Vinko Globokar,Moški,,1934,85,Živ,49,336,274,220,1090,1297
683397,Slavko Avsenik,Moški,Begunje na Gorenjskem,1929,85,Mrtev,625,783,780,112,3016,1244
685146,Ivo Vajgl,Moški,Maribor,1943,76,Živ,92,118,174,39,906,463
685704,Janez Filip Cobenzl,Moški,Ljubljana,1741,69,Mrtev,4,207,4,42,436,619
685825,Nik Zupančič,Moški,Ljubljana,1968,51,Živ,31,38,91,7,1610,93
686024,Jožef Ficko,Moški,Boreča,1772,71,Mrtev,5,26,11,31,361,458
686170,Ivan Katzianer,Moški,Begunje na Gorenjskem,1491,48,Mrtev,29,102,22,14,446,518
695479,Leon Rupnik,Moški,"Lokve, Nova Gorica",1880,66,Mrtev,428,794,157,289,2306,2733
695841,Janez Puh,Moški,Sakušak,1862,52,Mrtev,299,317,31,35,403,546
696768,Aleksander Knavs,Moški,Maribor,1975,43,Živ,68,188,49,75,273,1203
696837,Josef Strobl,Moški,,1974,45,Živ,7,48,10,39,110,208
697765,Rudolf Maister,Moški,Kamnik,1874,60,Mrtev,728,688,263,229,2161,1155
698109,Darko Milanič,Moški,Izola,1967,51,Živ,239,881,63,238,562,1928
700720,Žiga Herberstein,Moški,Vipava,1486,79,Mrtev,128,578,27,107,589,813
700898,Ivan Tavčar,Moški,Poljane nad Škofjo Loko,1851,71,Mrtev,1742,349,326,141,2457,1562
703064,Ulrik II. Celjski,Moški,Celje,1406,50,Mrtev,260,436,102,94,1252,1054
706853,Matic Osovnikar,Moški,Kranj,1980,39,Živ,126,199,54,134,451,906
709563,Jurij Dalmatin,Moški,Krško,1547,42,Mrtev,738,237,272,419,479,1147
709567,Jure Košir,Moški,Jesenice,1972,47,Živ,286,198,99,103,570,892
710497,France Bevk,Moški,Zakojca,1890,80,Mrtev,2110,255,483,72,4087,1445
712261,Rok Benkovič,Moški,Ljubljana,1986,33,Živ,37,62,58,62,294,489
713658,Louis Adamič,Moški,Praproče pri Grosupljem,1898,53,Mrtev,149,671,128,142,1091,1716
714370,Slavko Osterc,Moški,Veržej,1895,45,Mrtev,57,88,77,31,4595,359
714567,Tomaž Nose,Moški,,1982,37,Živ,9,24,8,16,195,68
715928,Jožef Košič,Moški,,1788,79,Mrtev,28,53,126,61,691,398
717534,Tomo Križnar,Moški,Jesenice,1954,65,Živ,148,94,54,41,554,789
717816,Jure Šinkovec,Moški,Ljubljana,1985,34,Živ,2,21,21,25,190,136
717835,Peter Mankoč,Moški,Ljubljana,1978,41,Živ,52,110,19,217,344,1401
722550,Miroslav Cerar,Moški,Ljubljana,1939,79,Živ,603,548,79,234,409,1183
722558,Matej Stare,Moški,Kranj,1978,41,Živ,4,13,5,18,45,182
723186,Miran Tepeš,Moški,Ljubljana,1961,58,Živ,28,59,47,48,352,252
723632,Martin Strel,Moški,Mokronog,1954,65,Živ,236,1613,732,49,2370,846
723768,Karči Holec,Moški,,1969,50,Živ,11,12,8,12,123,341
725515,Primož Ulaga,Moški,Ljubljana,1962,57,Živ,31,167,60,54,551,368
725580,Miran Pavlin,Moški,Kranj,1971,48,Živ,41,247,51,90,153,548
725593,Gorazd Štangelj,Moški,Novo mesto,1973,46,Živ,32,74,20,68,106,278
725815,Aleksander Terplan,Moški,Ivanovci,1816,41,Mrtev,9,20,104,94,808,643
725859,Herman Koroški,Moški,,1100,60,Mrtev,46,368,46,64,1406,1598
725881,Uroš Zorman,Moški,Kranj,1980,39,Živ,207,288,54,65,300,382
725915,Damjan Fras,Moški,Ljubljana,1973,46,Živ,28,33,41,45,286,270
726172,Milan Osterc,Moški,Murska Sobota,1975,44,Živ,53,211,66,129,187,707
726553,Rudolf Cipot,Moški,Hodoš,1825,75,Mrtev,6,26,11,51,459,553
729527,Peter Kolar,Moški,Ratkovci,1855,53,Mrtev,23,17,100,70,602,358
729535,Ivan Baša,Moški,Beltinci,1875,55,Mrtev,31,13,105,67,576,302
737043,Števan Kühar,Moški,Gradišče,1887,34,Mrtev,1,27,5,33,313,304
737297,Anton Melik,Moški,Črna vas,1890,76,Mrtev,44,66,328,26,1934,611
739185,Sabina Veit,Ženska,Maribor,1985,33,Živ,7,39,7,33,109,365
740556,Dragan Gajić,Moški,Celje,1984,35,Živ,41,275,35,83,302,283
741899,Vasja Rupnik,Moški,Ljubljana,1977,42,Živ,5,19,8,33,83,103
741920,Sašo Grajf,Moški,Maribor,1965,54,Živ,13,19,12,31,94,189
742763,Omar Naber,Moški,Ljubljana,1981,38,Živ,232,380,93,325,1447,1769
742985,Nebojša Joksimović,Moški,Koper,1981,37,Živ,32,147,5,34,139,344
743146,Metod Trobec,Moški,Planina nad Horjulom,1948,57,Mrtev,1168,1250,17,11,581,417
743213,Valentino Kanzyani,Moški,,2000,19,Živ,113,326,10,24,58,881
746844,Barbara Jezeršek,Ženska,Kranj,1986,32,Živ,11,171,11,55,126,631
750895,Sabahudin Kovačevič,Moški,Jesenice,1986,33,Živ,31,56,35,37,607,154
752072,Karel Destovnik - Kajuh,Moški,Šoštanj,1922,21,Mrtev,525,100,67,44,2465,827
760748,Mitja Ribičič,Moški,Trst,1919,94,Mrtev,139,337,39,136,687,1138
766564,Matjaž Vrhovnik,Moški,Ljubljana,1972,47,Živ,21,19,17,21,152,179
769006,Janoš Kardoš,Moški,Noršinci,1801,72,Mrtev,12,33,103,63,723,423
769498,Luka Krajnc,Moški,Ptuj,1994,25,Živ,29,311,12,70,142,923
773740,Anja Klinar,Ženska,Jesenice,1988,31,Živ,23,52,14,109,343,412
774948,Vesna Rožič,Ženska,Ljubljana,1987,26,Mrtev,38,150,11,13,106,299
774964,Indira Bajt,Ženska,,1980,39,Živ,8,48,5,11,134,173
775607,Aurelio Juri,Moški,Pulj,1949,70,Živ,34,42,279,17,1561,343
778552,Pavel Fonda,Moški,,1942,73,Mrtev,4,19,2,9,264,334
779789,Alenka Rebula Tuta,Ženska,Loka pri Zidanem Mostu,1954,65,Živ,74,51,11,13,402,434
780927,Luka Lenič,Moški,Ljubljana,1988,31,Živ,34,63,14,14,572,247
781125,Imre Augustič,Moški,Murski Petrovci,1837,41,Mrtev,13,23,102,29,577,394
783615,Maja Matevžič,Ženska,Ljubljana,1980,39,Živ,11,62,14,175,90,692
784781,Andraž Struna,Moški,Piran,1989,30,Živ,72,578,4,84,171,751
789050,Miháo Bakoš,Moški,Šalovci,1742,61,Mrtev,6,31,106,34,562,357
789485,Števan Baler,Moški,Lončarovci,1760,74,Mrtev,5,15,13,55,172,192
790323,Irena Barber,Ženska,,1939,67,Mrtev,6,19,11,8,151,139
790518,Miháo Barla,Moški,Murska Sobota,1778,46,Mrtev,7,16,101,35,517,267
793767,Miháo Bertalanitš,Moški,,1788,64,Mrtev,2,20,14,72,191,312
799836,Iztok Jarc,Moški,,1963,56,Živ,77,87,56,14,380,628
818085,Beno Lapajne,Moški,Ljubljana,1973,46,Živ,57,68,25,20,127,168
826657,Jurij Japelj,Moški,Kamnik,1744,63,Mrtev,141,52,42,18,633,363
827849,Fran Albreht,Moški,Kamnik,1889,73,Mrtev,32,92,480,231,1502,1056
835330,Jožef Borovnjak,Moški,,1826,83,Mrtev,15,22,107,72,661,525
836877,László Göncz,Moški,Murska Sobota,1960,59,Živ,9,20,150,18,551,269
839217,Juri Cipot,Moški,Puconci,1793,41,Mrtev,12,24,98,36,542,284
854181,Franc Rozman - Stane,Moški,Spodnje Pirniče,1912,32,Mrtev,309,170,74,69,1223,1310
868889,Denis Avdić,Moški,,1982,37,Živ,1116,333,30,10,223,227
876214,Frederik Detiček,Moški,Kranj,1943,76,Živ,0,38,9,7,59,178
883237,Blaž Gregorc,Moški,Jesenice,1990,29,Živ,9,56,20,33,545,180
883242,Blaž Rola,Moški,Ptuj,1990,29,Živ,57,559,12,493,1054,2068
886453,Vanja Brodnik,Ženska,Trebnje,1989,30,Živ,19,14,9,11,83,122
890434,Bogdan Norčič,Moški,Kranj,1953,50,Mrtev,20,32,32,17,218,160
891134,Bojan Adamič,Moški,Ribnica,1912,83,Mrtev,139,166,1223,124,5667,893
891153,Bojan Tokič,Moški,,1981,38,Živ,19,159,9,75,139,733
891159,Bojan Čop,Moški,Ljubljana,1923,71,Mrtev,10,26,11,6,252,400
892497,Blaž Emeršič,Moški,Ljubljana,1980,39,Živ,2,65,18,23,526,598
893695,Boris Kalin,Moški,Nova Gorica,1905,69,Mrtev,42,71,281,95,1187,573
893790,Boris Strel,Moški,Škofja Loka,1959,53,Mrtev,133,112,36,69,369,501
894287,Borut Petrič,Moški,Kranj,1961,57,Živ,52,134,56,121,312,862
894289,Borut Semler,Moški,Murska Sobota,1985,34,Živ,34,60,7,31,315,486
896334,Boštjan Mervar,Moški,Novo mesto,1973,46,Živ,4,20,3,10,163,180
896336,Boštjan Kline,Moški,Maribor,1991,28,Živ,26,30,17,29,311,760
898265,Maria Pozsonec,Ženska,Lendava,1940,77,Mrtev,13,39,354,24,2210,307
898475,Brane Benedik,Moški,Kranj,1960,59,Živ,9,5,7,6,92,127
908321,Luka Žvižej,Moški,Celje,1980,38,Živ,144,250,45,71,274,331
909708,Jožef Marko Dravec,Moški,Beltinci,1697,82,Mrtev,1,11,1,18,118,286
909989,Jakob Aljaž,Moški,Zavrh pod Šmarno Goro,1845,81,Mrtev,201,86,48,48,967,387
917958,Haris Vučkić,Moški,Ljubljana,1992,27,Živ,38,2540,7,140,341,2681
923722,Peter Žonta,Moški,Ljubljana,1979,40,Živ,23,35,46,37,407,206
923884,Vid Belec,Moški,Maribor,1990,29,Živ,41,1357,9,106,162,1201
924983,Ciril Kosmač,Moški,Slap ob Idrijci,1910,69,Mrtev,833,163,461,102,3667,795
925583,Luka Mislej,Moški,Vipava,1658,68,Mrtev,4,31,8,7,109,270
928486,Ermin Šiljak,Moški,Ljubljana,1973,46,Živ,43,342,69,143,496,1019
929468,Jure Robič,Moški,Jesenice,1965,45,Mrtev,238,526,35,25,353,625
931742,Danilo Popivoda,Moški,Lovćenac,1947,72,Živ,76,342,17,143,368,456
934288,Urban Franc,Moški,Bled,1975,44,Živ,10,32,24,18,175,180
938769,Marko Milič,Moški,Kranj,1977,42,Živ,89,633,41,129,287,1015
940527,Jure Radelj,Moški,Ljubljana,1977,41,Živ,14,10,20,11,265,115
941440,Igor Škamperle,Moški,Trst,1962,56,Živ,39,49,29,25,262,556
944304,Stane Dolanc,Moški,Hrastnik,1925,74,Mrtev,404,979,14,68,935,2037
946403,Robert Vrečer,Moški,Celje,1980,39,Živ,11,29,5,39,295,515
949189,Uroš Murn,Moški,Novo mesto,1975,44,Živ,16,31,11,39,180,301
952068,Pavle Kozjek,Moški,,1959,49,Mrtev,120,139,17,17,209,377
953886,Marko Tušek,Moški,Trbovlje,1975,44,Živ,24,66,16,42,534,222
954678,Aleš Čeh,Moški,Maribor,1968,51,Živ,61,274,54,101,438,606
955310,Edo Hafner,Moški,Jesenice,1955,64,Živ,18,53,19,16,201,165
955463,Stanko Lorger,Moški,Buče,1931,83,Mrtev,54,74,30,127,333,351
956353,Marjan Pečar,Moški,Mojstrana,1941,78,Mrtev,17,70,9,11,153,142
956490,Kristjan Koren,Moški,Postojna,1986,32,Živ,54,280,13,133,157,943
957051,Aleš Kranjc,Moški,Jesenice,1981,38,Živ,5,52,49,35,748,154
959302,Kamilo Mašek,Moški,Ljubljana,1831,27,Mrtev,8,39,14,10,256,231
959316,Matjaž Zupan,Moški,Kranj,1968,51,Živ,24,62,49,39,501,508
960268,Jure Bogataj,Moški,Kranj,1985,34,Živ,11,19,19,16,149,115
961199,Luka Mezgec,Moški,Kranj,1988,31,Živ,57,130,3,138,142,639
962790,Luka Žagar,Moški,Ljubljana,1978,41,Živ,12,17,33,10,534,149
963256,Dejan Zavec,Moški,Trdobojci,1976,43,Živ,318,394,59,99,1302,1618
963905,Robert Pešut - Magnifico,Moški,Ljubljana,1965,53,Živ,800,988,66,392,404,847
964655,Bruno Parma,Moški,Ljubljana,1941,77,Živ,34,155,731,55,2682,353
965515,Lojze Grozde,Moški,Zgornje Vodale,1923,19,Mrtev,235,166,89,55,1981,1904
966713,Jelko Kacin,Moški,Celje,1955,63,Živ,174,129,1014,119,3844,498
969720,Dare Vršič,Moški,Maribor,1984,35,Živ,62,173,30,110,288,409
971495,Mirza Begić,Moški,Bijeljina,1985,34,Živ,49,874,16,112,369,1439
972064,Fran Saleški Finžgar,Moški,Doslovče,1871,91,Mrtev,559,124,454,63,1882,906
973928,Simon Gregorčič,Moški,Vrsno,1844,62,Mrtev,1128,271,170,70,3023,697
981034,Ivan Hribar,Moški,Trzin,1851,89,Mrtev,368,251,188,134,977,1589
981817,Filip Flisar,Moški,Maribor,1987,32,Živ,115,112,15,37,536,697
983877,Gregor Cankar,Moški,Celje,1975,44,Živ,79,96,53,102,360,460
983930,Robert Kristan,Moški,Jesenice,1983,36,Živ,16,60,39,44,681,690
984291,Sergej Kraigher,Moški,Postojna,1914,86,Mrtev,157,705,43,81,689,629
984295,Rok Pajič,Moški,Jesenice,1985,34,Živ,7,37,17,17,617,204
984303,Matjaž Debelak,Moški,Braslovče,1965,54,Živ,28,50,66,60,388,323
999990,Primož Pikl,Moški,Celje,1982,37,Živ,17,17,18,23,170,195
999994,Mitja Mežnar,Moški,Kranj,1988,31,Živ,4,17,17,31,113,141
1002064,Janoš Flisar,Moški,Šalamenci,1856,91,Mrtev,10,18,101,69,711,393
1002250,Duncan Haldane,Moški,London,1951,68,Živ,37,2559,200,289,1299,1642
1020553,Mikloš Küzmič,Moški,Dolnji Slaveči,1737,66,Mrtev,41,33,147,82,613,435
1024048,Vlado Kreslin,Moški,Beltinci,1953,65,Živ,659,330,124,53,792,900
1027873,Rok Perko,Moški,Kranj,1985,34,Živ,33,31,17,30,114,293
1029182,Matjaž Brumen,Moški,Ljubljana,1982,36,Živ,21,76,10,37,97,212
1050640,Števan Küzmič,Moški,Strukovci,1723,56,Mrtev,74,48,147,76,1027,368
1055212,Demetrij Volčič,Moški,Ljubljana,1931,87,Živ,2,61,726,27,2093,608
1057929,Ferenc Hül,Moški,Tišina,1800,80,Mrtev,2,10,14,50,349,295
1083392,Prežihov Voranc,Moški,Ravne na Koroškem,1893,56,Mrtev,1788,336,444,75,1932,1930
1083404,Valentin Vodnik,Moški,,1758,60,Mrtev,2640,528,186,52,1646,890
1091369,Aleksandar Ćapin,Moški,Sarajevo,1982,37,Živ,7,259,9,105,167,1035
1100280,Veno Taufer,Moški,Ljubljana,1933,86,Živ,275,135,652,130,3001,2409
1110015,Mladen Rudonja,Moški,Koper,1971,48,Živ,77,255,49,73,268,340
1112771,Ivica Jurković,Moški,Tuzla,1973,46,Živ,19,34,12,25,226,394
1115819,Vital Eiselt,Moški,Ljubljana,1941,78,Živ,16,33,5,33,105,273
1132212,Alenka Kejžar,Ženska,Kranj,1979,40,Živ,22,26,17,58,112,365
1145090,Matej Pučko,Moški,Murska Sobota,1993,26,Živ,10,90,3,60,76,210
1158590,Damjan Vtič,Moški,,1985,34,Živ,0,8,5,9,89,123
1159458,Dane Zajc,Moški,,1929,75,Mrtev,660,173,712,194,4812,2171
1165504,Marko Ranilović,Moški,Maribor,1986,32,Živ,6,32,3,31,69,207
1168126,Uroš Velepec,Moški,Dolsko,1967,52,Živ,20,25,6,13,205,122
1176370,David Rodman,Moški,Jesenice,1983,36,Živ,13,97,61,68,636,273
1178302,Davorin Jenko,Moški,Cerklje na Gorenjskem,1835,79,Mrtev,704,570,107,79,429,573
1181096,Dean Komel,Moški,"Bilje, Miren - Kostanjevica",1960,59,Živ,19,70,74,36,701,686
1183469,Dejan Grabič,Moški,Novo mesto,1980,39,Živ,20,31,1,24,115,170
1183478,Dejan Judež,Moški,Trbovlje,1990,29,Živ,3,9,8,10,85,189
1183480,Dejan Kelhar,Moški,Brežice,1984,35,Živ,34,122,12,50,338,1045
1185395,Demeter Bitenc,Moški,Ljubljana,1922,95,Mrtev,131,169,50,45,456,208
1225765,Lev Kreft,Moški,Ljubljana,1951,68,Živ,81,76,166,16,854,226
1226523,Ferenc Ošlaj,Moški,Filovci,1883,48,Mrtev,5,31,15,56,270,343
1230596,Slavko Ziherl,Moški,Ljubljana,1945,66,Mrtev,22,19,65,25,470,655
1230878,Iztok Čop,Moški,Kranj,1972,47,Živ,73,207,105,269,705,1442
1231405,Goran Šukalo,Moški,Koper,1981,38,Živ,34,331,5,36,168,1079
